"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Cited by","DOI","Link","Abstract","Document Type","Publication Stage","Open Access","Source","EID"
"Ahmed M.M.; Sayed A.M.; El Abd D.; El Sayed I.T.; Elkholy Y.S.; Fares A.H.; Fares S.","Ahmed, Marwa M. (57222634701); Sayed, Amal M. (56823120300); El Abd, Dina (55220020700); El Sayed, Inas T. (60366080600); Elkholy, Yasmine S. (60626910400); Fares, Ahmed H. (55405352900); Fares, Samar (57207784250)","57222634701; 56823120300; 55220020700; 60366080600; 60626910400; 55405352900; 57207784250","Diagnosis of coronavirus disease 2019 and the potential role of deep learning: insights from the experience of Cairo University Hospitals","2022","Journal of International Medical Research","50","7","","","","3","10.1177/03000605221109392","https://www.scopus.com/pages/publications/85134776064?origin=resultslist","Objectives: Early detection of coronavirus disease 2019 (COVID-19) is crucial for patients and public health to ensure pandemic control. We aimed to correlate clinical and laboratory data of patients with COVID-19 and their polymerase chain reaction (PCR) results and to assess the accuracy of a deep learning model in diagnosing COVID-19. Methods: This was a retrospective study using an anonymized dataset of patients with suspected COVID-19. Only patients with a complete dataset were included (n = 440). A deep analytics framework and dual-modal approach for PCR-based classification was used, integrating symptoms and laboratory-based modalities. Results: Participants with loss of smell or taste were two times more likely to have positive PCR results (odds ratio [OR] 1.86). Participants with neutropenia, high serum ferritin, or monocytosis were three, four, and five times more likely to have positive PCR results (OR 2.69, 4.18, 5.42, respectively). The rate of accuracy achieved using the deep learning framework was 78%, with sensitivity of 83.9% and specificity of 71.4%. Conclusion: Loss of smell or taste, neutropenia, monocytosis, and high serum ferritin should be routinely assessed with suspected COVID-19 infection. The use of deep learning for diagnosis is a promising tool that can be implemented in the primary care setting. © The Author(s) 2022.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85134776064"
"Serrano-Coll H.; Miller H.; Hamen C.R.-V.D.; Gastelbondo B.; Novoa W.; Oviedo M.; Rivero R.; Garay E.; Mattar S.","Serrano-Coll, Héctor (57192402543); Miller, Hollman (36646362300); Hamen, Camila Rodríguez-Van Der (57315284700); Gastelbondo, Bertha (57226144417); Novoa, Wilkhen (57221462340); Oviedo, Misael (56375103600); Rivero, Ricardo (57219716605); Garay, Evelin (57219710752); Mattar, Salim (7005860176)","57192402543; 36646362300; 57315284700; 57226144417; 57221462340; 56375103600; 57219716605; 57219710752; 7005860176","High prevalence of SARS-CoV-2 in an indigenous community of the Colombian amazon region","2021","Tropical Medicine and Infectious Disease","6","4","191","","","4","10.3390/tropicalmed6040191","https://www.scopus.com/pages/publications/85118142444?origin=resultslist","Introduction. COVID-19 is a pathology caused by the SARS-CoV-2 virus. The World Health Organization (WHO) has reported more than 225 million cases and 4.5 million deaths worldwide. Objective: To describe the seropositivity, spatial distribution, and clinical and sociodemographic variables of SARS-CoV-2 in a community of the Colombian Amazon region. Methods. In December 2020, a cross-sectional observational study was carried out in a population located in the Colombian Amazon in the municipality of Mitú. Sociodemographic and clinical data were taken. Besides, 589 blood samples were taken, and an antibody detection was carried out with an ELISA and a recombinant protein N antigen of SARS-CoV-2. Results. A seropositivity of 57.6% was observed. The highest proportion of the infection is located in inter-municipal transport zones. The bivariate analysis did not show differences in the SARS-CoV-2 infection rate concerning the variables sex, age range, and the presence of comorbidities (p > 0.05). The bivariate and multivariate analysis showed that being symptomatic and presenting neurological manifestations of the upper respiratory tract are clinical variables associated with SARS-CoV-2 infection (p < 0.05). One of the causes of this virus’s high spread in this community could be that 53.3% of the people were asymptomatic. Conclusions. Our data showed a high burden and transmission of SARS-CoV-2 in the indigenous community. This could be linked to cultural behaviors and the high infection rate in asymptomatic patients. © 2021 by the authors. Licensee MDPI, Basel, Switzerland.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85118142444"
"Del Vecchio Blanco G.; Calabrese E.; Biancone L.; Monteleone G.; Paoluzi O.A.","Del Vecchio Blanco, Giovanna (6603035009); Calabrese, Emma (7102735047); Biancone, Livia (16030647200); Monteleone, Giovanni (57898760200); Paoluzi, Omero Alessandro (7004311647)","6603035009; 7102735047; 16030647200; 57898760200; 7004311647","The impact of COVID-19 pandemic in the colorectal cancer prevention","2020","International Journal of Colorectal Disease","35","10","","1951","1954","83","10.1007/s00384-020-03635-6","https://www.scopus.com/pages/publications/85086034734?origin=resultslist","Background: The coronavirus disease 2019 (COVID-19) has led to a policy of severe restrictions in almost all countries strongly involved by the pandemic. National Health System is among activities suffering from the COVID-19 and the lockdown. Aim: To evaluate the impact of COVID-19 in colorectal cancer (CRC) prevention. Methods: We report the change in the hospital organization to meet the growing healthcare needs determined by COVID-19. The limitations of CRC prevention secondary to COVID-19 and their effects on the healthcare are analyzed considering the features of the CRC screening programs in the average-risk population and endoscopic surveillance in patients with inflammatory bowel diseases (IBD). Results: The interruption of CRC prevention may lead to a delayed diagnosis of CRC, possibly in a more advanced stage. The economic burden and the impact on workload for gastroenterologists, surgeons, and oncologists will be greater as long as the CRC prevention remains suspended. To respond to the increased demand for colonoscopy once COVID-19 will be under control, we should optimize the resources. It will be necessary to stratify the CRC risk and reach an order of priority. It should be implemented the number of health workers, equipment, and spaces dedicated to performing colonoscopy for screening purpose and in subjects with alarm symptoms in the shortest time. To this aim, the funds earmarked for healthcare should be increased. Conclusion: The economic impact will be dramatic, but COVID-19 is the demonstration that healthcare has to be the primary goal of humans. © 2020, Springer-Verlag GmbH Germany, part of Springer Nature.","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85086034734"
"Ranjan P.; Sadique M.A.; Yadav S.; Parihar A.; Khan R.","Ranjan, Pushpesh (57219602744); Sadique, Mohd. Abubakar (57222713165); Yadav, Shalu (57221800176); Parihar, Arpana (57219601441); Khan, Raju (19337534900)","57219602744; 57222713165; 57221800176; 57219601441; 19337534900","Miniaturized analytical system for point-of-care coronavirus infection diagnostics","2022","Advanced Biosensors for Virus Detection: Smart Diagnostics to Combat SARS-CoV-2","","","","305","340","1","10.1016/B978-0-12-824494-4.00015-1","https://www.scopus.com/pages/publications/85129688180?origin=resultslist","Amid several coronaviruses that emerged in history, the emergence of severe acute respiratory syndrome-coronavirus (SARS-CoV) and Middle East respiratory syndrome-coronavirus (MERS-CoV) have caused grave danger to public health in 2002 and 2012, respectively. By the end of December 2019, a zoonotic virus has upsurged in Wuhan, China. In initial testing, 27 patients with clinical indications of pneumonia, fever, difficulty in breathing, and lung infection were recognized. In the course of ongoing scientific studies, World Health Organization (WHO) suggested the temporary name of this novel virus as “2019-nCoV” initially but later this disease was officially designated as COVID-19. WHO declared this epidemic of SARS-CoV-2 as pandemic on March 11, 2020. The incubation period of SARS-CoV-2 is 2–7 days, before the arrival of infection. This stage is mostly asymptomatic and infectious due to which virus can swiftly be transmitted from infected human to healthy individual. It spread via respiratory droplets from coughing and sneezing and throws itself into the nasal system by inhaling and begins replicating. Moreover, due to this contagious nature of the virus, the pandemic caused severe threats to the socio-economic conditions of developing and developed nations worldwide. The most common reported symptoms of the SARS-CoV-2 are cough, fever, fatigue, runny nose, difficulty in breathing, and diarrhea. Additionally, the SARS-CoV-2 ribonucleic acid (RNA) has been in feces of symptomatic as well as in asymptomatic patients As of now, March 23, 2021, there have been more than 1.2 billion confirmed cases of COVID-19 as well as 2.7 million deaths reported to WHO due to its high infectivity nature of the SARS-CoV-2 virus. According to clinical properties, these three viruses, SARS-CoV, MERS-CoV, and SARS-CoV-2 have appeared indifferent from each other. On-going pandemic SARS-CoV-2 is a positive enveloped, and single-stranded RNA virus that belongs to the beta coronavirus genus of Coronaviridae family with virion diameter approximately 60–140 nm and having 30,000 bases in length for RNA sequencing. Like other beta coronaviruses, SARS-CoV-2 has crown-like Spike glycoprotein (S), Matrix proteins (M), and outer envelope (E) encapsulating the RNA and nucleoprotein (N). Out of these viral proteins, M and E-proteins make a ball protecting the RNA genetic core that is enfolded by the N-protein in a “beads-on-a-string” type shape. In other words, M and E-proteins are necessary for assembling the virus. The S-protein is accountable for encouraging the entry of SARS-CoV-2 into the host cell and forming the crown-like structure hence the virus named “coronavirus”. Besides S-protein has two realms of S1 and S2 which are liable for attack, binding, and entry of the virus into host cells. The S1 has a receptor-binding domain (RBD) attached to angiotensin-converting enzyme 2 (ACE2) that is present on the surface of the human host cell. Besides, samples are highly associated with detection efficiency and precision. Up to now, samples from the upper respiratory tract (URT) such as throat swab, nasal swab, and deep throat saliva, lower respiratory tract (LRT) such as sputum and bronchoalveolar lavage fluid, feces, fibro bronchoscope brush biopsy, and blood are being examined. Furthermore, the nasopharyngeal or throat swab is practicable for diagnosis but the sampling procedure makes patients or suspected cases intolerable and caused coughing and sneezing which produces aerosol and developed a contagious environment for medical staff. Apart from these lots of patients have no sputum which is why sputum-prompting methods were utilized and outcomes indicated that sputum induction is more favorable for the investigation of SARS-CoV-2 RNA in convalescent patients, because of a simple, safer, and noninvasive way of detection. Instead of the respiratory tract, fecal specimens also have alike diagnostic accuracy to pharyngeal swabs. © 2022 Elsevier Inc. All rights reserved.","Book chapter","Final","","Scopus","2-s2.0-85129688180"
"Berger A.; Groh A.M.; Diaz D.; Canchola J.A.; Toptan T.; Ciesek S.; Jarem D.; Kuchta A.L.; Moonsamy P.; Vehreschild M.J.G.T.","Berger, Annemarie (7402970321); Groh, Ana M. (57683263200); Diaz, Damian (59152194000); Canchola, Jesse A. (60114431300); Toptan, Tuna (52164630400); Ciesek, Sandra (24824121500); Jarem, Daniel (57350289600); Kuchta, Alison L. (54079803500); Moonsamy, Priscilla (6603268715); Vehreschild, Maria J. G. T. (54080553200)","7402970321; 57683263200; 59152194000; 60114431300; 52164630400; 24824121500; 57350289600; 54079803500; 6603268715; 54080553200","Temporal Dynamics of SARS-CoV-2 Detection in Household Contacts: Divergences Between Time to First Positive Test, Symptom Onset, and Maximum Viral Load","2025","Infectious Diseases and Therapy","14","11","","2605","2617","0","10.1007/s40121-025-01235-x","https://www.scopus.com/pages/publications/105016849545?origin=resultslist","Introduction: Understanding the temporal dynamics of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection is crucial for optimizing diagnostic strategies. This prospective cohort study aimed to quantify the temporal viral transmission dynamics and biomarker profiles among households containing a SARS-CoV-2-positive index patient (IP) and uninfected household contacts (HHCs). Methods: IPs entered the study within 48 h after confirmation of SARS-CoV-2 through reverse transcription polymerase chain reaction (RT-PCR). During 10–13 follow-up visits at days 0–7, and every 3–4 days thereafter until day 30 (± 6 days), nasopharyngeal swab and saliva samples were collected from participants (IP and HHC), and quantified via RT-PCR. Viral loads were estimated from cycle threshold values using three independently validated reference curved. Temporal viral dynamics for HHCs were evaluated as median times to first positive test (Tf+), symptom onset (Tso), and peak viral load (Tpvl), using a within-host target cell-limited framework. Results: We prospectively screened 30 households with SARS-CoV-2-negative index cases; nine had a subsequent index-HHC conversion to PCR-positive, and 89 samples were generated. The results revealed a median Tf+ of 2 days, Tso of 4 days, and Tpvl of 5 days, which underscores significant gaps between viral detection and peak viral load. Nasal samples exhibited higher viral replication rates (β = 0.77/day) and prolonged virus production as compared to saliva samples, while infected cells in saliva cleared more rapidly (δ = 0.65 day−1 vs 0.25 day−1). Conclusion: These findings suggest that SARS-CoV-2 viral RNA is detectable before symptom onset, and emphasize the need for testing immediately after exposure with repeated testing in the first week. This study provides critical insights into the temporal interplay of viral kinetics, aiding the development of targeted diagnostic and public health interventions. Further research is needed to validate these findings across larger, diverse cohorts and evolving viral variants. Testing immediately after exposure, with repeat testing during the first week may improve case detection. © The Author(s) 2025.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-105016849545"
"Tan G.S.E.; Gao C.Q.; Ow J.S.Y.; Tan T.T.; Ooi S.T.; Lin C.; Lin R.T.P.; Lee V.J.M.; Chan M.; Leo Y.S.; Vasoo S.","Tan, Glorijoy Shi En (57202011126); Gao, Christine Qiuhan (36171440500); Ow, Jievanda Shu Ying (58103232400); Tan, Thuan Thong (8959795200); Ooi, Say Tat (55994356200); Lin, Cui (57195484227); Lin, Raymond Tzer Pin (25932263200); Lee, Vernon Jian Ming (57216110768); Chan, Monica (35775087500); Leo, Yee Sin (7004240142); Vasoo, Shawn (57214288354)","57202011126; 36171440500; 58103232400; 8959795200; 55994356200; 57195484227; 25932263200; 57216110768; 35775087500; 7004240142; 57214288354","Results from a systematic programme of evaluating COVID-19 reinfection cases in the early phase of the pandemic, Singapore","2023","BMC Infectious Diseases","23","1","93","","","0","10.1186/s12879-023-08056-8","https://www.scopus.com/pages/publications/85148087911?origin=resultslist","Objectives: The objectives of this study were to describe the coronavirus disease caused by SARS-CoV-2 (COVID-19) reinfection evaluation algorithm used in the early phase of the pandemic in Singapore and analyze the clinical and laboratory characteristics of the cases evaluated. Methods: We performed a retrospective case-control analysis including all COVID-19 cases evaluated for possible reinfection under the local COVID-19 reinfection evaluation programme between 1 June 2020-30 June 2021. Whole genome sequencing (WGS) was used as confirmatory testing. We compared all reinfection (“RI”) cases against those who were evaluated but eventually assessed not to be reinfection (“non-RI”). Results: There were 74 possible reinfection cases evaluated through the programme, of which 32 were subsequently classified as RI. There was strong statistical evidence that RI cases had a longer interval between 1st and 2nd episode (mean 297 days; 95%-confidence interval (CI) 267–327) compared to non-RI cases (mean 186 days; 95%-CI 144–228). The cycle threshold (Ct) value of initial polymerase chain rection (PCR) at 2nd episode was also found to be significantly lower in RI cases (mean 23; 95%-CI 20–26) compared to non-RI cases (mean 34; 95%-CI 32–36). There was no significant difference in the proportion of individuals who had fever, acute respiratory symptoms or asymptomatic in both groups. Delta and beta variants were most commonly identified from WGS and provide indication of re-infection as these were not ‘wild-type’ and were not circulating during the time period of the index infection. Conclusions: Using a combination of serologic, microbiologic and genomic criteria to evaluate possible reinfection cases is useful and can provide a framework for evaluation that may be modified for future similar situations. © 2023, The Author(s).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85148087911"
"Beron A.J.; Yukich J.O.; Berry A.A.; Correa A.; Keating J.; Bott M.; Wierzba T.F.; Weintraub W.S.; Friedman-Klabanoff D.J.; Mongraw-Chaffin M.; Gibbs M.A.; Taylor Y.J.; Kissinger P.J.; Hayes D.V.; Schieffelin J.S.; Burke B.K.; Oberhelman R.A.","Beron, Andrew J. (56966553100); Yukich, Joshua O. (23994724800); Berry, Andrea A. (55879661700); Correa, Adolfo (7103145600); Keating, Joseph (35229673200); Bott, Matthew (57353644900); Wierzba, Thomas F. (7003867012); Weintraub, William S. (35381287200); Friedman-Klabanoff, DeAnna J. (57190231934); Mongraw-Chaffin, Morgana (23485950300); Gibbs, Michael A. (7201393637); Taylor, Yhenneko J. (24173583600); Kissinger, Patricia J. (7102606769); Hayes, Devin V. (57222047709); Schieffelin, John S. (36906846500); Burke, Brian K. (57210385002); Oberhelman, Richard A. (6701617832)","56966553100; 23994724800; 55879661700; 7103145600; 35229673200; 57353644900; 7003867012; 35381287200; 57190231934; 23485950300; 7201393637; 24173583600; 7102606769; 57222047709; 36906846500; 57210385002; 6701617832","Assessment of sociodemographic factors associated with time to self-reported COVID-19 infection among a large multi-center prospective cohort population in the southeastern United States","2024","PLoS ONE","19","9","e0293787","","","0","10.1371/journal.pone.0293787","https://www.scopus.com/pages/publications/85203356340?origin=resultslist","Results Overall, 1,603 of 27,214 study participants (5.9%) reported a positive COVID-19 test during the study period. The adjusted hazard ratio demonstrated lower risk for women, those with a graduate level degree, and smokers. A higher risk was observed for healthcare workers, those aged 18–34, those in rural areas, those from households where a member attends school or interacts with the public, and those who visited a health provider in the last year. Conclusions We identified subgroups within healthcare network populations defined by age, occupational exposure, and rural location reporting higher than average rates of COVID-19 infection for our surveillance population. These subgroups should be monitored closely in future epidemics of respiratory viral diseases.Objective We aimed to investigate sociodemographic factors associated with self-reported COVID-19 infection. Methods The study population was a prospective multicenter cohort of adult volunteers recruited from healthcare systems located in the mid-Atlantic and southern United States. Between April 2020 and October 2021, participants completed daily online questionnaires about symptoms, exposures, and risk behaviors related to COVID-19, including self-reports of positive SARS CoV-2 detection tests and COVID-19 vaccination. Analysis of time from study enrollment to self-reported COVID-19 infection used a time-varying mixed effects Cox-proportional hazards framework. © 2024 Beron et al. This is an open access article distributed under the terms of the Creative Commons Attribution License, which permits unrestricted use, distribution, and reproduction in any medium, provided the original author and source are credited.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85203356340"
"Jamalidoust M.; Pouladfar G.; Eskandari M.; Aliabadi N.; Marandi N.H.; Namayandeh M.; Ziyaeyan M.","Jamalidoust, Marzieh (31767527600); Pouladfar, Gholamreza (55711162600); Eskandari, Maryam (57455658300); Aliabadi, Nasrin (56175544500); Marandi, Nahid Heydari (57249556000); Namayandeh, Mandana (55212675000); Ziyaeyan, Mazyar (9735771500)","31767527600; 55711162600; 57455658300; 56175544500; 57249556000; 55212675000; 9735771500","Etiology of Severe Acute Respiratory Infections in ICU-Admitted Patients During the COVID-19 Pandemic in Iran: A Single Center Study","2025","Archives of Pediatric Infectious Diseases","13","1","e147482","","","1","10.5812/apid-147482","https://www.scopus.com/pages/publications/85210450250?origin=resultslist","Background: Acute respiratory infections (ARI) caused by a wide range of etiologies represent a significant public health challenge worldwide. Objectives: In this study, we aimed to evaluate the characteristics of ARI caused by various respiratory pathogens among patients admitted to intensive care units (ICUs) in a referral hospital in Iran during the first four waves of the severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) pandemic. Methods: A total of 395 patients with ARI were enrolled, all hospitalized in the ICUs of Nemazi Teaching Hospital, affiliated with Shiraz University of Medical Sciences in Shiraz, Iran, over a 13-month period from April 2020 to June 2021. Real-time polymerase chain reaction (RT-PCR) assays were used to detect SARS-CoV-2, influenza viruses, respiratory syncytial virus (RSV), Mycoplasma, and Chlamydia in nasopharyngeal fluid (NPS) samples. The demographic and clinical data, including underlying diseases, were also considered. Results: Of the 395 patients, 209 (53.7%) were male, and the mean age was 32 ± 27 years. An etiology was detected in 63 (16%) patients, with 53 testing positive for SARS-CoV-2 and 5 each for Chlamydia and Mycoplasma. No RSV or influenza infections were detected. The highest rate of COVID-19 was observed among adults aged 36 to 65 years (5.31%), while the lowest rate was in children under 5 years old (0.3%). Shortness of breath was the most common symptom in SARS-CoV-2-infected patients (P-value ≤ 0.001). Of the total patients, 146 (37%) had at least one underlying disease, with diabetes being the most common (8.1%). Conclusions: The absence of RSV and influenza infections, along with a notable number of Chlamydia and Mycoplasma infections during the first four waves of the SARS-CoV-2 pandemic, emphasizes the importance of continuous surveillance of the etiologies of ARI during respiratory pandemics. This information is critical for guiding appropriate infection control measures and selecting empirical antibiotic regimens. © 2024, Jamalidoust et al.","Article","Final","All Open Access; Gold Open Access","Scopus","2-s2.0-85210450250"
"Guo J.; Ge J.; Guo Y.","Guo, Jie (59284561800); Ge, Jiaxin (56030650600); Guo, Yanan (57377791300)","59284561800; 56030650600; 57377791300","Recent advances in methods for the diagnosis of Corona Virus Disease 2019","2022","Journal of Clinical Laboratory Analysis","36","1","e24178","","","26","10.1002/jcla.24178","https://www.scopus.com/pages/publications/85121450283?origin=resultslist","Since the beginning of the Severe Acute Respiratory Syndrome Coronavirus 2 (SARS-CoV-2) pandemic, it has been clear that effective methods for the diagnosis of Corona Virus Disease 2019 (COVID-19) are the key tools to control its epidemic. The current gold standard for diagnosing COVID-19 is the real-time quantitative reverse transcription-polymerase chain reaction (qRT-PCR), which is a sensitive and specific method to detect SARS-CoV-2. Other RNA-based methods include RNA sequencing (RNA-seq), droplet digital reverse transcription-polymerase chain reaction (ddRT-PCR), reverse transcription loop-mediated isothermal amplification (RT-LAMP), and clustered regularly interspaced short palindromic repeats (CRISPR). The serological testing of antibodies (IgM and IgG), nanoparticle-based lateral-flow assay, and enzyme-linked immunosorbent assay (ELISA) can be used to enhance the detection sensitivity and accuracy. Because antibodies are usually detected a week after the onset of symptoms, these tests are used to assess the overall infection rate in the community. Sine the fact that healthcare varies from country to country across the world, different types of diagnosing COVID-19 imaging technologies including chest computed tomography (CT), chest radiography, and lung ultrasound are used in different degrees. Besides, the pooling test is an important public health tool to reduce cost and increase testing capacity in low-risk area, while artificial intelligence (AI) may aid to increase the diagnostic efficiency of imaging-based methods. Finally, depending on the type of samples and stages of the disease, a combination of information on patient demographics and histories, clinical symptoms, results of molecular and serological diagnostic tests, and imaging information is highly recommended to achieve adequate diagnosis of patients with COVID-19. © 2021 The Authors. Journal of Clinical Laboratory Analysis published by Wiley Periodicals LLC.","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85121450283"
"Solari H.G.; Natiello M.A.","Solari, H.G. (6701432627); Natiello, M.A. (6602724419)","6701432627; 6602724419","Stochastic model for COVID-19 in slums: Interaction between biology and public policies","2021","Epidemiology and Infection","149","","e001746","","","2","10.1017/S0950268821001746","https://www.scopus.com/pages/publications/85111084827?origin=resultslist","We present a mathematical model for the simulation of the development of an outbreak of coronavirus disease 2019 (COVID-19) in a slum area under different interventions. Instead of representing interventions as modulations of the parameters of a free-running epidemic, we introduce a model structure that accounts for the actions but does not assume the results. The disease is modelled in terms of the progression of viraemia reported in scientific studies. The emergence of symptoms in the model reflects the statistics of a nation-wide highly detailed database consisting of more than 62 000 cases (about a half of them confirmed by reverse transcription-polymerase chain reaction tests) with recorded symptoms in Argentina. The stochastic model displays several of the characteristics of COVID-19 such as a high variability in the evolution of the outbreaks, including long periods in which they run undetected, spontaneous extinction followed by a late outbreak and unimodal as well as bimodal progressions of daily counts of cases (second waves without ad-hoc hypothesis). We show how the relation between undetected cases (including the 'asymptomatic' cases) and detected cases changes as a function of the public policies, the efficiency of the implementation and the timing with respect to the development of the outbreak. We show also that the relation between detected cases and total cases strongly depends on the implemented policies and that detected cases cannot be regarded as a measure of the outbreak, being the dependency between total cases and detected cases in general not monotonic as a function of the efficiency in the intervention method. According to the model, it is possible to control an outbreak with interventions based on the detection of symptoms only in the case when the presence of just one symptom prompts isolation and the detection efficiency reaches about 80% of the cases. Requesting two symptoms to trigger intervention can be enough to fail in the goals.  Copyright © The Author(s), 2021. Published by Cambridge University Press.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85111084827"
"Corrêa P.R.L.; Ishitani L.H.; de Abreu D.M.X.; Teixeira R.A.; Marinho F.; França E.B.","Corrêa, Paulo Roberto Lopes (9640128700); Ishitani, Lenice Harumi (16031052700); de Abreu, Daisy Maria Xavier (9747083200); Teixeira, Renato Azeredo (56352196100); Marinho, Fatima (15833969300); França, Elisabeth Barboza (16031258100)","9640128700; 16031052700; 9747083200; 56352196100; 15833969300; 16031258100","The importance of surveillance in cases of and mortality from the covid-19 epidemic in Belo Horizonte, Brazil, 2020; [A importância da vigilância de casos e óbitos e a epidemia da covid-19 em Belo Horizonte, 2020]","2020","Revista Brasileira de Epidemiologia","23","","E200061","1","12","11","10.1590/1980-549720200061","https://www.scopus.com/pages/publications/85089408184?origin=resultslist","Objectives: This study aims to describe the actions undertaken by the epidemiological surveillance system in Belo Horizonte to address the COVID-19 epidemic and the timeliness of registered data for detecting transmission in 2020. Methods: The sources of information used by the epidemiological surveillance of COVID-19 were identified, and temporal distribution and timeliness for detection of confirmed cases were analyzed. Results: Outpatient, hospital, public and private laboratory notifications are used as data sources. For reporting COVID-19 cases in official information systems, there is also an active search of laboratory results linked to suspected deaths investigated. From January to April 2020, 1,449 hospitalized cases of COVID-19 were reported, the first case being detected in late February 2020. Of the total 1,025 laboratory samples of cases hospitalized after the 8th epidemiological week, 87 (8.5%) were confirmed as COVID-19 cases. The median time between the onset of symptoms and the release of laboratory results was 12 days for the analyzed period. Conclusion: Epidemiological surveillance uses several data sources to monitor and analyze the transmission of COVID-19. The timeliness of this system to detect cases of the disease is compromised by the delay in the release of laboratory results, which has been a considerable challenge for adequate surveillance. © 2020 Associação Brasileira de Saúde Coletiva.","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85089408184"
"Nilva G.; Wettstein M.; Márquez G.; Garate M.V.V.; Barrientos T.; Fernández H.; Zerbini E.; Montemaggiore S.; Camuzzi B.; Perig L.; Cisterna S.; Degiovanni G.; Rico M.; Bertona M.L.; Rey C.; Argaraña F.; Rigo L.; Ulmari L.; Kusznierz G.","Nilva, Gabriela (59680395800); Wettstein, Magalí (57535827100); Márquez, Gonzalo (59680395900); Garate, Ma Verónica Vera (59679749900); Barrientos, Triana (59680396000); Fernández, Hugo (57222084744); Zerbini, Elsa (7006343365); Montemaggiore, Sandra (59679529400); Camuzzi, Beatriz (59680396100); Perig, Liliana (59679970200); Cisterna, Silvina (59679102000); Degiovanni, Gabriela (59680396200); Rico, Marina (59679316800); Bertona, María Lilian (59679102100); Rey, Carolina (59679750000); Argaraña, Fernanda (57375312700); Rigo, Laura (59679970300); Ulmari, Liliana (59680180400); Kusznierz, Gabriela (6508318998)","59680395800; 57535827100; 59680395900; 59679749900; 59680396000; 57222084744; 7006343365; 59679529400; 59680396100; 59679970200; 59679102000; 59680396200; 59679316800; 59679102100; 59679750000; 57375312700; 59679970300; 59680180400; 6508318998","Seroprevalence of SARS-CoV-2 infection among healthcare personnel in Gran Santa Fe (Argentina) during the COVID-19 pandemic; [Seroprevalencia de infección por SARS-CoV-2 en personal de salud del Gran Santa Fe (Argentina) durante la pandemia de COVID-19]","2025","Horizonte Medico","25","1","e2923","","","0","10.24265/horizmed.2025.v25n1.03","https://www.scopus.com/pages/publications/86000540840?origin=resultslist","Objective: To estimate the prevalence of severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) infection through antibody detection among healthcare personnel (HP) in Gran Santa Fe (Argentina) during virus sustained circulation and remission phases. Materials and methods: A longitudinal, population-based, seroepidemiological study was conducted. The target population consisted of HP working in second- and third-level public health centers in the Gran Santa Fe region. The sample comprised 600 active health workers, proportionally distributed across selected health centers. A self-administered questionnaire collected data on sociodemographic, occupational, clinical and exposure variables of interest. IgG and IgM antibodies to SARS-CoV-2 were detected from serum samples using indirect enzyme-linked immunoassays. Results: The prevalence of IgG antibodies to SARS-CoV-2 was 7.6 times higher during the virus circulation phase compared to the remission phase (2.1 % vs. 15.9 %, respectively), while no IgM antibodies were detected. Regarding the level of workplace exposure risk, the highest cumulative prevalence, 26.7 %, was observed in the high-risk group (workers in direct contact with patients and “assigned to the Intensive Care Unit [ICU]” or “assigned to the COVID-19 Area” or “assigned to the Emergency Department”). Nearly one-third of workers reported inconsistent use of recommended personal protective equipment (PPE), and fewer than 10 % reported full adherence to PPE guidelines, regardless of the level of exposure risk. The seroprevalence among HP who reported no symptoms since the beginning of the Aislamiento Social Preventivo y Obligatorio (Preventive and Mandatory Lockdown) was 12.3 % during the remission phase, compared to 10.0 % among HP with a history of negative RT-PCR results (p < 0.05). Conclusions: Complementing passive epidemiological surveillance with active serological surveillance using simple and cost-effective tests is important for accurately tailoring mitigation strategies in vulnerable populations such as HP. Copyright © 2025, Revista Horizonte Médico (Lima).","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-86000540840"
